username,timestamp,content,retweets,likes,replies,mentions,hashtags,content_length,total_engagement
user_159,2025-08-31 16:41:33+00:00,This is a sample tweet about Indian stock market #banknifty,268,1817,309,"user_467, user_149, user_302","#sensex, #nifty50, #intraday",59,2394
user_52,2025-08-31 16:41:29+00:00,This is a sample tweet about Indian stock market #intraday,140,1566,25,"user_327, user_369, user_4","#banknifty, #intraday, #nifty50",58,1731
user_329,2025-08-31 16:40:38+00:00,This is a sample tweet about Indian stock market #nifty50,380,68,6,,"#banknifty, #intraday",57,454
user_398,2025-08-31 16:39:57+00:00,This is a sample tweet about Indian stock market #nifty50,903,2366,179,"user_249, user_38, user_268",#nifty50,57,3448
user_463,2025-08-31 16:38:23+00:00,This is a sample tweet about Indian stock market #sensex,801,140,176,"user_192, user_418","#banknifty, #nifty50",56,1117
user_499,2025-08-31 16:37:46+00:00,This is a sample tweet about Indian stock market #sensex,663,86,124,"user_9, user_56, user_348","#nifty50, #sensex, #intraday",56,873
user_149,2025-08-31 16:37:36+00:00,This is a sample tweet about Indian stock market #nifty50,570,2766,289,"user_168, user_251","#intraday, #banknifty",57,3625
user_362,2025-08-31 16:37:35+00:00,This is a sample tweet about Indian stock market #banknifty,765,2683,325,,"#nifty50, #sensex, #intraday",59,3773
user_413,2025-08-31 16:37:01+00:00,This is a sample tweet about Indian stock market #sensex,735,2347,228,"user_184, user_105, user_346","#sensex, #nifty50, #intraday",56,3310
user_325,2025-08-31 16:36:36+00:00,This is a sample tweet about Indian stock market #nifty50,927,590,377,,"#sensex, #intraday",57,1894
user_311,2025-08-31 16:36:18+00:00,This is a sample tweet about Indian stock market #nifty50,62,217,88,user_326,"#nifty50, #banknifty, #sensex",57,367
user_490,2025-08-31 16:35:47+00:00,This is a sample tweet about Indian stock market #nifty50,910,1710,279,"user_348, user_37, user_480","#intraday, #nifty50",57,2899
user_156,2025-08-31 16:35:02+00:00,This is a sample tweet about Indian stock market #nifty50,631,2506,141,"user_54, user_180","#banknifty, #nifty50, #intraday",57,3278
user_34,2025-08-31 16:34:35+00:00,This is a sample tweet about Indian stock market #intraday,301,2832,211,user_217,#intraday,58,3344
user_221,2025-08-31 16:34:20+00:00,This is a sample tweet about Indian stock market #intraday,34,2843,390,"user_452, user_318, user_380","#intraday, #sensex",58,3267
user_8,2025-08-31 16:32:20+00:00,This is a sample tweet about Indian stock market #nifty50,507,414,56,,#nifty50,57,977
user_376,2025-08-31 16:32:05+00:00,This is a sample tweet about Indian stock market #intraday,505,193,211,user_326,"#nifty50, #sensex, #intraday",58,909
user_193,2025-08-31 16:31:17+00:00,This is a sample tweet about Indian stock market #nifty50,831,2560,230,,#sensex,57,3621
user_202,2025-08-31 16:30:58+00:00,This is a sample tweet about Indian stock market #banknifty,142,1561,473,user_330,#intraday,59,2176
user_57,2025-08-31 16:30:54+00:00,This is a sample tweet about Indian stock market #nifty50,476,748,269,"user_459, user_145","#intraday, #banknifty, #sensex",57,1493
user_124,2025-08-31 16:30:40+00:00,This is a sample tweet about Indian stock market #banknifty,690,297,9,user_99,#sensex,59,996
user_475,2025-08-31 16:30:34+00:00,This is a sample tweet about Indian stock market #banknifty,439,635,199,"user_491, user_323, user_218","#sensex, #banknifty",59,1273
user_235,2025-08-31 16:30:27+00:00,This is a sample tweet about Indian stock market #banknifty,55,1311,74,"user_391, user_58, user_453","#banknifty, #intraday",59,1440
user_481,2025-08-31 16:29:55+00:00,This is a sample tweet about Indian stock market #intraday,723,1849,276,,"#banknifty, #intraday",58,2848
user_277,2025-08-31 16:29:17+00:00,This is a sample tweet about Indian stock market #intraday,568,437,492,,"#intraday, #banknifty, #nifty50",58,1497
user_314,2025-08-31 16:27:48+00:00,This is a sample tweet about Indian stock market #sensex,771,2204,171,,"#intraday, #nifty50",56,3146
user_137,2025-08-31 16:27:32+00:00,This is a sample tweet about Indian stock market #banknifty,83,2655,339,,"#intraday, #sensex, #banknifty",59,3077
user_221,2025-08-31 16:27:16+00:00,This is a sample tweet about Indian stock market #nifty50,726,2266,434,user_373,"#banknifty, #nifty50, #intraday",57,3426
user_80,2025-08-31 16:25:11+00:00,This is a sample tweet about Indian stock market #nifty50,324,2347,443,"user_442, user_54","#nifty50, #banknifty",57,3114
user_105,2025-08-31 16:24:18+00:00,This is a sample tweet about Indian stock market #banknifty,853,1091,469,"user_258, user_435","#nifty50, #sensex, #intraday",59,2413
user_279,2025-08-31 16:24:04+00:00,This is a sample tweet about Indian stock market #nifty50,554,92,60,"user_422, user_54","#sensex, #intraday",57,706
user_64,2025-08-31 16:22:00+00:00,This is a sample tweet about Indian stock market #sensex,217,811,409,"user_437, user_425",#banknifty,56,1437
user_217,2025-08-31 16:20:41+00:00,This is a sample tweet about Indian stock market #nifty50,811,1248,155,,"#banknifty, #nifty50, #sensex",57,2214
user_29,2025-08-31 16:20:39+00:00,This is a sample tweet about Indian stock market #nifty50,447,1451,442,"user_78, user_236, user_392",#banknifty,57,2340
user_116,2025-08-31 16:20:36+00:00,This is a sample tweet about Indian stock market #sensex,380,748,347,user_485,"#nifty50, #banknifty",56,1475
user_430,2025-08-31 16:20:33+00:00,This is a sample tweet about Indian stock market #nifty50,606,412,306,"user_164, user_412","#nifty50, #intraday, #sensex",57,1324
user_259,2025-08-31 16:18:02+00:00,This is a sample tweet about Indian stock market #nifty50,165,1370,121,"user_309, user_177, user_426","#nifty50, #banknifty, #intraday",57,1656
user_201,2025-08-31 16:16:16+00:00,This is a sample tweet about Indian stock market #intraday,648,594,348,"user_469, user_396, user_135","#sensex, #banknifty",58,1590
user_321,2025-08-31 16:15:29+00:00,This is a sample tweet about Indian stock market #nifty50,412,2317,369,"user_315, user_454, user_395","#banknifty, #nifty50",57,3098
user_67,2025-08-31 16:14:34+00:00,This is a sample tweet about Indian stock market #sensex,343,1546,374,"user_350, user_468","#nifty50, #sensex",56,2263
user_309,2025-08-31 16:14:31+00:00,This is a sample tweet about Indian stock market #intraday,522,1641,218,user_207,"#intraday, #sensex",58,2381
user_275,2025-08-31 16:12:36+00:00,This is a sample tweet about Indian stock market #banknifty,806,34,147,,"#sensex, #nifty50, #banknifty",59,987
user_133,2025-08-31 16:11:26+00:00,This is a sample tweet about Indian stock market #nifty50,103,737,458,user_291,"#banknifty, #intraday",57,1298
user_235,2025-08-31 16:10:58+00:00,This is a sample tweet about Indian stock market #intraday,134,2766,432,,#intraday,58,3332
user_194,2025-08-31 16:09:36+00:00,This is a sample tweet about Indian stock market #banknifty,869,1014,91,user_240,"#sensex, #intraday, #nifty50",59,1974
user_348,2025-08-31 16:09:32+00:00,This is a sample tweet about Indian stock market #intraday,94,1777,130,"user_99, user_317, user_247","#nifty50, #intraday, #sensex",58,2001
user_486,2025-08-31 16:08:40+00:00,This is a sample tweet about Indian stock market #nifty50,373,421,270,"user_455, user_399, user_362",#intraday,57,1064
user_488,2025-08-31 16:08:32+00:00,This is a sample tweet about Indian stock market #sensex,67,365,279,"user_37, user_250","#banknifty, #sensex",56,711
user_304,2025-08-31 16:08:01+00:00,This is a sample tweet about Indian stock market #banknifty,655,1228,492,"user_17, user_269","#nifty50, #banknifty",59,2375
user_378,2025-08-31 16:05:38+00:00,This is a sample tweet about Indian stock market #intraday,380,787,83,"user_415, user_257","#sensex, #nifty50",58,1250
user_176,2025-08-31 16:03:23+00:00,This is a sample tweet about Indian stock market #banknifty,599,1097,39,"user_54, user_133","#nifty50, #banknifty",59,1735
user_436,2025-08-31 16:01:54+00:00,This is a sample tweet about Indian stock market #intraday,862,1075,67,"user_355, user_264",#nifty50,58,2004
user_168,2025-08-31 15:59:48+00:00,This is a sample tweet about Indian stock market #sensex,662,480,171,"user_56, user_469, user_264",#nifty50,56,1313
user_379,2025-08-31 15:59:31+00:00,This is a sample tweet about Indian stock market #sensex,438,823,314,"user_429, user_277, user_262","#intraday, #nifty50",56,1575
user_224,2025-08-31 15:58:02+00:00,This is a sample tweet about Indian stock market #banknifty,490,1969,385,"user_267, user_191, user_100","#nifty50, #intraday",59,2844
user_59,2025-08-31 15:57:16+00:00,This is a sample tweet about Indian stock market #banknifty,279,1002,380,"user_171, user_434, user_331",#intraday,59,1661
user_39,2025-08-31 15:56:50+00:00,This is a sample tweet about Indian stock market #nifty50,240,2536,380,"user_31, user_350, user_102","#banknifty, #sensex",57,3156
user_419,2025-08-31 15:56:17+00:00,This is a sample tweet about Indian stock market #banknifty,392,41,308,"user_354, user_471","#intraday, #nifty50",59,741
user_285,2025-08-31 15:55:46+00:00,This is a sample tweet about Indian stock market #sensex,2,2601,102,user_279,"#banknifty, #sensex, #nifty50",56,2705
user_287,2025-08-31 15:55:38+00:00,This is a sample tweet about Indian stock market #intraday,630,999,183,"user_139, user_80, user_260","#nifty50, #sensex",58,1812
user_314,2025-08-31 15:55:32+00:00,This is a sample tweet about Indian stock market #banknifty,610,227,400,"user_461, user_171",#sensex,59,1237
user_461,2025-08-31 15:54:35+00:00,This is a sample tweet about Indian stock market #nifty50,464,2528,121,"user_119, user_19","#sensex, #intraday, #banknifty",57,3113
user_192,2025-08-31 15:54:14+00:00,This is a sample tweet about Indian stock market #nifty50,614,182,175,"user_21, user_416","#sensex, #nifty50",57,971
user_112,2025-08-31 15:54:04+00:00,This is a sample tweet about Indian stock market #nifty50,888,938,240,"user_224, user_148, user_276",#banknifty,57,2066
user_261,2025-08-31 15:54:02+00:00,This is a sample tweet about Indian stock market #sensex,723,1629,256,"user_439, user_125","#intraday, #nifty50",56,2608
user_387,2025-08-31 15:53:42+00:00,This is a sample tweet about Indian stock market #intraday,456,744,65,"user_389, user_352","#banknifty, #nifty50",58,1265
user_43,2025-08-31 15:53:38+00:00,This is a sample tweet about Indian stock market #sensex,813,543,222,"user_315, user_242","#banknifty, #intraday, #nifty50",56,1578
user_28,2025-08-31 15:51:55+00:00,This is a sample tweet about Indian stock market #intraday,624,2290,92,"user_149, user_20",#nifty50,58,3006
user_306,2025-08-31 15:50:55+00:00,This is a sample tweet about Indian stock market #sensex,446,2871,5,user_207,"#banknifty, #intraday",56,3322
user_232,2025-08-31 15:50:42+00:00,This is a sample tweet about Indian stock market #banknifty,575,1434,134,"user_402, user_20, user_453","#sensex, #banknifty, #intraday",59,2143
user_72,2025-08-31 15:50:40+00:00,This is a sample tweet about Indian stock market #sensex,673,2446,263,"user_240, user_232","#sensex, #intraday",56,3382
user_201,2025-08-31 15:48:50+00:00,This is a sample tweet about Indian stock market #sensex,7,445,396,"user_445, user_309","#nifty50, #sensex",56,848
user_454,2025-08-31 15:48:35+00:00,This is a sample tweet about Indian stock market #intraday,318,2685,228,"user_392, user_217","#nifty50, #banknifty",58,3231
user_426,2025-08-31 15:48:26+00:00,This is a sample tweet about Indian stock market #sensex,573,1923,497,"user_36, user_275","#nifty50, #intraday, #sensex",56,2993
user_9,2025-08-31 15:47:32+00:00,This is a sample tweet about Indian stock market #banknifty,495,446,344,user_470,"#intraday, #banknifty",59,1285
user_166,2025-08-31 15:47:10+00:00,This is a sample tweet about Indian stock market #sensex,842,360,45,user_333,"#intraday, #nifty50, #sensex",56,1247
user_203,2025-08-31 15:46:25+00:00,This is a sample tweet about Indian stock market #sensex,75,1279,145,"user_405, user_291, user_81","#banknifty, #sensex, #intraday",56,1499
user_299,2025-08-31 15:46:04+00:00,This is a sample tweet about Indian stock market #intraday,310,1307,382,"user_402, user_45","#nifty50, #intraday, #sensex",58,1999
user_319,2025-08-31 15:44:58+00:00,This is a sample tweet about Indian stock market #banknifty,961,2024,159,"user_452, user_269","#sensex, #banknifty, #nifty50",59,3144
user_188,2025-08-31 15:44:15+00:00,This is a sample tweet about Indian stock market #nifty50,210,245,339,,"#nifty50, #intraday, #sensex",57,794
user_232,2025-08-31 15:43:38+00:00,This is a sample tweet about Indian stock market #banknifty,963,234,262,user_467,#nifty50,59,1459
user_262,2025-08-31 15:43:07+00:00,This is a sample tweet about Indian stock market #intraday,690,306,388,,"#banknifty, #sensex",58,1384
user_306,2025-08-31 15:42:39+00:00,This is a sample tweet about Indian stock market #nifty50,245,2607,179,"user_496, user_268, user_229","#intraday, #sensex, #nifty50",57,3031
user_412,2025-08-31 15:42:17+00:00,This is a sample tweet about Indian stock market #banknifty,982,611,83,"user_210, user_397, user_119","#banknifty, #sensex",59,1676
user_195,2025-08-31 15:41:57+00:00,This is a sample tweet about Indian stock market #intraday,661,1673,113,,"#intraday, #banknifty",58,2447
user_479,2025-08-31 15:40:18+00:00,This is a sample tweet about Indian stock market #banknifty,260,1684,378,,#banknifty,59,2322
user_342,2025-08-31 15:39:30+00:00,This is a sample tweet about Indian stock market #intraday,194,604,125,,#nifty50,58,923
user_371,2025-08-31 15:37:49+00:00,This is a sample tweet about Indian stock market #sensex,491,2856,379,"user_291, user_17, user_245","#sensex, #intraday, #banknifty",56,3726
user_201,2025-08-31 15:37:25+00:00,This is a sample tweet about Indian stock market #nifty50,431,542,467,user_313,#sensex,57,1440
user_499,2025-08-31 15:36:20+00:00,This is a sample tweet about Indian stock market #banknifty,518,2663,139,user_122,"#banknifty, #nifty50, #intraday",59,3320
user_14,2025-08-31 15:35:48+00:00,This is a sample tweet about Indian stock market #banknifty,393,1778,58,user_438,#nifty50,59,2229
user_226,2025-08-31 15:35:15+00:00,This is a sample tweet about Indian stock market #nifty50,924,406,37,,#sensex,57,1367
user_493,2025-08-31 15:34:49+00:00,This is a sample tweet about Indian stock market #sensex,562,2374,491,user_333,"#banknifty, #sensex",56,3427
user_267,2025-08-31 15:34:28+00:00,This is a sample tweet about Indian stock market #nifty50,419,2755,396,"user_268, user_164",#banknifty,57,3570
user_371,2025-08-31 15:32:15+00:00,This is a sample tweet about Indian stock market #banknifty,572,749,299,user_445,"#nifty50, #sensex",59,1620
user_337,2025-08-31 15:31:44+00:00,This is a sample tweet about Indian stock market #banknifty,846,1109,311,,"#intraday, #nifty50",59,2266
user_245,2025-08-31 15:31:38+00:00,This is a sample tweet about Indian stock market #banknifty,651,466,167,"user_152, user_76, user_163","#intraday, #banknifty",59,1284
user_214,2025-08-31 15:30:47+00:00,This is a sample tweet about Indian stock market #sensex,811,116,154,user_26,#intraday,56,1081
user_480,2025-08-31 15:30:37+00:00,This is a sample tweet about Indian stock market #intraday,438,2237,50,user_99,"#banknifty, #sensex",58,2725
user_150,2025-08-31 15:30:29+00:00,This is a sample tweet about Indian stock market #banknifty,377,1250,249,,"#intraday, #banknifty, #sensex",59,1876
user_301,2025-08-31 15:29:51+00:00,This is a sample tweet about Indian stock market #sensex,531,923,133,"user_42, user_268, user_409","#nifty50, #sensex",56,1587
user_183,2025-08-31 15:27:29+00:00,This is a sample tweet about Indian stock market #sensex,114,1390,387,"user_276, user_135, user_490","#sensex, #nifty50",56,1891
